Junction,Date,Weekday,Time,Lane,Vehicle_Count,Congestion_Level,Signal_Time,Weather,Public_Holiday,Accident_Scale
Electronic City Phase 1,2023-05-07,Sunday,23:00:00,North,529,6.39,83,Clear,No,0
Electronic City Phase 1,2023-05-07,Sunday,23:00:00,South,517,9.6,117,Clear,No,4.86
Electronic City Phase 1,2023-05-07,Sunday,23:00:00,East,442,6.87,109,Clear,No,0
Electronic City Phase 1,2023-05-07,Sunday,23:00:00,West,595,5.69,100,Clear,No,6.45
Electronic City Phase 1,2023-05-08,Monday,00:00:00,North,298,2.63,35,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,00:00:00,South,120,2.67,57,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,00:00:00,East,91,2.98,58,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,00:00:00,West,185,3.62,34,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,01:00:00,North,221,2.69,33,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,01:00:00,South,276,1.2,55,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,01:00:00,East,255,2.98,45,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,01:00:00,West,188,4.32,40,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,02:00:00,North,230,1.31,33,Clear,No,2.87
Electronic City Phase 1,2023-05-08,Monday,02:00:00,South,161,4.78,40,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,02:00:00,East,51,3.62,53,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,02:00:00,West,284,4.52,42,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,03:00:00,North,219,2.52,52,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,03:00:00,South,177,3.54,49,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,03:00:00,East,296,4.53,46,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,03:00:00,West,199,4.76,43,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,04:00:00,North,206,1.03,53,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,04:00:00,South,130,4.55,38,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,04:00:00,East,282,4.12,43,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,04:00:00,West,176,2.64,37,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,05:00:00,North,141,4.93,51,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,05:00:00,South,298,1.77,36,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,05:00:00,East,184,3.08,30,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,05:00:00,West,213,4.73,60,Clear,No,2.93
Electronic City Phase 1,2023-05-08,Monday,06:00:00,North,421,4.81,83,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,06:00:00,South,100,6.29,91,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,06:00:00,East,365,6.91,72,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,06:00:00,West,893,4.51,64,Clear,No,9.44
Electronic City Phase 1,2023-05-08,Monday,07:00:00,North,738,7.64,64,Clear,No,9.69
Electronic City Phase 1,2023-05-08,Monday,07:00:00,South,986,1.17,81,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,07:00:00,East,484,5.79,78,Clear,No,4.88
Electronic City Phase 1,2023-05-08,Monday,07:00:00,West,788,4.45,64,Clear,No,8.02
Electronic City Phase 1,2023-05-08,Monday,08:00:00,North,600,8.8,109,Clear,No,7.31
Electronic City Phase 1,2023-05-08,Monday,08:00:00,South,968,7.83,108,Clear,No,8.72
Electronic City Phase 1,2023-05-08,Monday,08:00:00,East,218,4.15,96,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,08:00:00,West,997,8.08,83,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,09:00:00,North,537,4.77,119,Clear,No,5.35
Electronic City Phase 1,2023-05-08,Monday,09:00:00,South,504,9.42,100,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,09:00:00,East,634,9.48,68,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,09:00:00,West,247,9.42,114,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,10:00:00,North,919,2.47,80,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,10:00:00,South,701,6.79,105,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,10:00:00,East,304,4.97,63,Partly Cloudy,No,3.96
Electronic City Phase 1,2023-05-08,Monday,10:00:00,West,393,4.7,91,Clear,No,3.84
Electronic City Phase 1,2023-05-08,Monday,11:00:00,North,880,5.42,114,Clear,No,4.43
Electronic City Phase 1,2023-05-08,Monday,11:00:00,South,790,4.96,95,Partly Cloudy,No,0
Electronic City Phase 1,2023-05-08,Monday,11:00:00,East,360,5.64,99,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,11:00:00,West,113,3.91,76,Partly Cloudy,No,0
Electronic City Phase 1,2023-05-08,Monday,12:00:00,North,172,7.55,98,Clear,No,1.7
Electronic City Phase 1,2023-05-08,Monday,12:00:00,South,862,1.74,62,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,12:00:00,East,464,8.38,113,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,12:00:00,West,185,9.18,104,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,13:00:00,North,455,6.84,109,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,13:00:00,South,675,8.88,87,Partly Cloudy,No,0
Electronic City Phase 1,2023-05-08,Monday,13:00:00,East,642,7.0,87,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,13:00:00,West,329,4.14,118,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,14:00:00,North,801,5.93,106,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,14:00:00,South,630,3.35,114,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,14:00:00,East,321,1.51,72,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,14:00:00,West,627,7.1,109,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,15:00:00,North,687,8.99,66,Clear,No,8.38
Electronic City Phase 1,2023-05-08,Monday,15:00:00,South,202,6.49,60,Clear,No,5.93
Electronic City Phase 1,2023-05-08,Monday,15:00:00,East,126,6.29,89,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,15:00:00,West,357,5.62,63,Clear,No,3.39
Electronic City Phase 1,2023-05-08,Monday,16:00:00,North,623,2.65,89,Clear,No,5.8
Electronic City Phase 1,2023-05-08,Monday,16:00:00,South,220,2.8,81,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,16:00:00,East,555,3.42,73,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,16:00:00,West,866,1.8,119,Clear,No,7.96
Electronic City Phase 1,2023-05-08,Monday,17:00:00,North,318,7.08,115,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,17:00:00,South,577,3.06,61,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,17:00:00,East,201,4.81,105,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,17:00:00,West,579,7.78,69,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,18:00:00,North,800,1.32,71,Clear,No,5.58
Electronic City Phase 1,2023-05-08,Monday,18:00:00,South,198,5.61,89,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,18:00:00,East,135,5.74,104,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,18:00:00,West,504,9.56,116,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,19:00:00,North,727,8.77,95,Clear,No,8.84
Electronic City Phase 1,2023-05-08,Monday,19:00:00,South,801,9.36,90,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,19:00:00,East,691,1.48,102,Clear,No,8.98
Electronic City Phase 1,2023-05-08,Monday,19:00:00,West,921,2.75,97,Clear,No,9.01
Electronic City Phase 1,2023-05-08,Monday,20:00:00,North,606,1.53,80,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,20:00:00,South,668,5.81,115,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,20:00:00,East,955,2.17,110,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,20:00:00,West,720,4.77,118,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,21:00:00,North,215,7.37,69,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,21:00:00,South,173,4.37,71,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,21:00:00,East,323,2.78,70,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,21:00:00,West,888,4.34,100,Clear,No,5.66
Electronic City Phase 1,2023-05-08,Monday,22:00:00,North,177,6.08,64,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,22:00:00,South,587,9.16,77,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,22:00:00,East,559,2.99,116,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,22:00:00,West,200,5.79,89,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,23:00:00,North,615,5.07,117,Clear,No,0
Electronic City Phase 1,2023-05-08,Monday,23:00:00,South,690,1.66,103,Clear,No,9.95
Electronic City Phase 1,2023-05-08,Monday,23:00:00,East,692,2.87,74,Clear,No,9.96
Electronic City Phase 1,2023-05-08,Monday,23:00:00,West,417,2.54,90,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,00:00:00,North,286,1.8,30,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,00:00:00,South,251,3.11,33,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,00:00:00,East,155,3.53,46,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,00:00:00,West,196,2.2,45,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,01:00:00,North,264,4.46,35,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,01:00:00,South,242,2.08,48,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,01:00:00,East,196,2.65,53,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,01:00:00,West,235,2.58,44,Clear,No,5.3
Electronic City Phase 1,2023-05-09,Tuesday,02:00:00,North,231,4.87,34,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,02:00:00,South,186,4.65,46,Clear,No,2.85
Electronic City Phase 1,2023-05-09,Tuesday,02:00:00,East,250,2.51,36,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,02:00:00,West,99,3.5,46,Clear,No,1.74
Electronic City Phase 1,2023-05-09,Tuesday,03:00:00,North,54,4.77,49,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,03:00:00,South,141,4.89,37,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,03:00:00,East,227,3.68,41,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,03:00:00,West,108,4.72,40,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,04:00:00,North,276,4.09,56,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,04:00:00,South,129,3.09,35,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,04:00:00,East,194,3.63,36,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,04:00:00,West,157,3.95,31,Clear,No,1.35
Electronic City Phase 1,2023-05-09,Tuesday,05:00:00,North,143,4.73,48,Clear,No,1.11
Electronic City Phase 1,2023-05-09,Tuesday,05:00:00,South,116,1.7,30,Clear,No,1.75
Electronic City Phase 1,2023-05-09,Tuesday,05:00:00,East,211,2.17,33,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,05:00:00,West,110,2.02,35,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,06:00:00,North,637,8.84,102,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,06:00:00,South,695,5.51,78,Clear,No,8.99
Electronic City Phase 1,2023-05-09,Tuesday,06:00:00,East,211,4.26,81,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,06:00:00,West,249,7.19,74,Clear,No,2.98
Electronic City Phase 1,2023-05-09,Tuesday,07:00:00,North,862,6.7,115,Clear,No,9.24
Electronic City Phase 1,2023-05-09,Tuesday,07:00:00,South,779,3.72,120,Clear,No,8.08
Electronic City Phase 1,2023-05-09,Tuesday,07:00:00,East,312,3.85,87,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,07:00:00,West,567,2.16,83,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,08:00:00,North,874,7.33,65,Clear,No,4.54
Electronic City Phase 1,2023-05-09,Tuesday,08:00:00,South,698,2.68,107,Clear,No,5.75
Electronic City Phase 1,2023-05-09,Tuesday,08:00:00,East,295,1.97,82,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,08:00:00,West,436,1.6,116,Clear,No,5.55
Electronic City Phase 1,2023-05-09,Tuesday,09:00:00,North,506,8.93,79,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,09:00:00,South,998,8.21,74,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,09:00:00,East,567,5.47,82,Clear,No,4.54
Electronic City Phase 1,2023-05-09,Tuesday,09:00:00,West,150,1.1,79,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,10:00:00,North,475,6.22,84,Clear,No,2.98
Electronic City Phase 1,2023-05-09,Tuesday,10:00:00,South,342,8.56,71,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,10:00:00,East,594,6.94,92,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,10:00:00,West,195,7.61,98,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,11:00:00,North,632,3.43,71,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,11:00:00,South,427,7.9,99,Clear,No,3.7
Electronic City Phase 1,2023-05-09,Tuesday,11:00:00,East,676,1.57,64,Partly Cloudy,No,4.97
Electronic City Phase 1,2023-05-09,Tuesday,11:00:00,West,917,4.8,103,Partly Cloudy,No,0
Electronic City Phase 1,2023-05-09,Tuesday,12:00:00,North,816,9.21,66,Clear,No,6.86
Electronic City Phase 1,2023-05-09,Tuesday,12:00:00,South,709,8.32,62,Clear,No,8.67
Electronic City Phase 1,2023-05-09,Tuesday,12:00:00,East,245,7.2,104,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,12:00:00,West,175,9.96,110,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,13:00:00,North,499,6.05,113,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,13:00:00,South,958,2.86,114,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,13:00:00,East,919,8.06,80,Clear,No,6.85
Electronic City Phase 1,2023-05-09,Tuesday,13:00:00,West,133,7.23,61,Partly Cloudy,No,0
Electronic City Phase 1,2023-05-09,Tuesday,14:00:00,North,140,4.87,86,Partly Cloudy,No,0
Electronic City Phase 1,2023-05-09,Tuesday,14:00:00,South,754,8.19,90,Partly Cloudy,No,5.76
Electronic City Phase 1,2023-05-09,Tuesday,14:00:00,East,744,1.09,61,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,14:00:00,West,594,6.63,80,Partly Cloudy,No,7.37
Electronic City Phase 1,2023-05-09,Tuesday,15:00:00,North,665,6.36,106,Clear,No,6.6
Electronic City Phase 1,2023-05-09,Tuesday,15:00:00,South,929,4.99,119,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,15:00:00,East,318,4.3,106,Partly Cloudy,No,2.56
Electronic City Phase 1,2023-05-09,Tuesday,15:00:00,West,697,2.92,65,Clear,No,5.68
Electronic City Phase 1,2023-05-09,Tuesday,16:00:00,North,705,5.37,114,Clear,No,7.06
Electronic City Phase 1,2023-05-09,Tuesday,16:00:00,South,591,7.38,110,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,16:00:00,East,490,8.75,85,Clear,No,4.21
Electronic City Phase 1,2023-05-09,Tuesday,16:00:00,West,577,3.92,85,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,17:00:00,North,857,6.35,118,Clear,No,8.22
Electronic City Phase 1,2023-05-09,Tuesday,17:00:00,South,193,9.05,79,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,17:00:00,East,857,7.79,67,Clear,No,5.16
Electronic City Phase 1,2023-05-09,Tuesday,17:00:00,West,711,5.09,73,Clear,No,7.77
Electronic City Phase 1,2023-05-09,Tuesday,18:00:00,North,815,4.36,104,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,18:00:00,South,712,7.31,85,Clear,No,9.49
Electronic City Phase 1,2023-05-09,Tuesday,18:00:00,East,329,2.92,82,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,18:00:00,West,594,4.7,99,Clear,No,4.21
Electronic City Phase 1,2023-05-09,Tuesday,19:00:00,North,229,8.7,60,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,19:00:00,South,386,9.34,74,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,19:00:00,East,416,9.36,77,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,19:00:00,West,848,9.97,85,Clear,No,7.05
Electronic City Phase 1,2023-05-09,Tuesday,20:00:00,North,666,7.87,77,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,20:00:00,South,900,8.78,107,Clear,No,7.21
Electronic City Phase 1,2023-05-09,Tuesday,20:00:00,East,976,5.24,92,Clear,No,6.58
Electronic City Phase 1,2023-05-09,Tuesday,20:00:00,West,892,6.7,106,Clear,No,8.59
Electronic City Phase 1,2023-05-09,Tuesday,21:00:00,North,165,5.38,60,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,21:00:00,South,720,8.89,103,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,21:00:00,East,752,9.41,68,Clear,No,6.6
Electronic City Phase 1,2023-05-09,Tuesday,21:00:00,West,241,4.29,72,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,22:00:00,North,131,7.21,64,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,22:00:00,South,888,6.47,99,Clear,No,4.13
Electronic City Phase 1,2023-05-09,Tuesday,22:00:00,East,223,4.22,73,Clear,No,3.1
Electronic City Phase 1,2023-05-09,Tuesday,22:00:00,West,644,8.84,108,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,23:00:00,North,461,6.19,69,Clear,No,2.63
Electronic City Phase 1,2023-05-09,Tuesday,23:00:00,South,255,1.22,106,Clear,No,0
Electronic City Phase 1,2023-05-09,Tuesday,23:00:00,East,871,9.03,119,Clear,No,5.2
Electronic City Phase 1,2023-05-09,Tuesday,23:00:00,West,822,1.57,102,Clear,No,4.2
Electronic City Phase 1,2023-05-10,Wednesday,00:00:00,North,262,3.4,31,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,00:00:00,South,56,2.83,34,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,00:00:00,East,283,2.68,54,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,00:00:00,West,157,2.1,58,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,01:00:00,North,83,3.49,37,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,01:00:00,South,291,4.33,47,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,01:00:00,East,101,3.49,55,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,01:00:00,West,150,1.57,45,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,02:00:00,North,272,1.9,40,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,02:00:00,South,88,1.51,50,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,02:00:00,East,271,3.65,38,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,02:00:00,West,288,4.59,32,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,03:00:00,North,104,1.28,53,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,03:00:00,South,169,4.23,57,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,03:00:00,East,126,4.72,41,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,03:00:00,West,144,2.65,34,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,04:00:00,North,176,2.43,32,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,04:00:00,South,65,4.19,48,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,04:00:00,East,71,4.58,51,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,04:00:00,West,282,3.12,33,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,05:00:00,North,294,1.87,45,Clear,No,4.27
Electronic City Phase 1,2023-05-10,Wednesday,05:00:00,South,55,3.31,49,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,05:00:00,East,64,3.68,54,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,05:00:00,West,290,1.15,38,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,06:00:00,North,647,1.8,63,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,06:00:00,South,184,3.54,101,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,06:00:00,East,719,5.94,64,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,06:00:00,West,737,7.47,86,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,07:00:00,North,399,1.54,72,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,07:00:00,South,556,7.05,102,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,07:00:00,East,448,1.67,97,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,07:00:00,West,559,7.7,70,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,08:00:00,North,664,7.58,75,Clear,No,8.66
Electronic City Phase 1,2023-05-10,Wednesday,08:00:00,South,132,4.4,61,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,08:00:00,East,572,5.37,70,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,08:00:00,West,651,5.03,64,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,09:00:00,North,333,5.06,93,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,09:00:00,South,481,4.37,68,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,09:00:00,East,533,9.16,75,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,09:00:00,West,300,8.5,80,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,10:00:00,North,844,2.26,119,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,10:00:00,South,522,6.26,108,Partly Cloudy,No,6.24
Electronic City Phase 1,2023-05-10,Wednesday,10:00:00,East,548,8.95,65,Partly Cloudy,No,8.6
Electronic City Phase 1,2023-05-10,Wednesday,10:00:00,West,961,5.22,106,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,11:00:00,North,434,6.36,67,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,11:00:00,South,134,4.94,84,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,11:00:00,East,836,4.18,98,Partly Cloudy,No,7.32
Electronic City Phase 1,2023-05-10,Wednesday,11:00:00,West,852,1.07,101,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,12:00:00,North,755,7.82,84,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,12:00:00,South,515,9.44,96,Clear,No,6.74
Electronic City Phase 1,2023-05-10,Wednesday,12:00:00,East,227,9.27,73,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,12:00:00,West,899,8.84,67,Clear,No,7.63
Electronic City Phase 1,2023-05-10,Wednesday,13:00:00,North,977,6.23,64,Clear,No,8.68
Electronic City Phase 1,2023-05-10,Wednesday,13:00:00,South,598,5.03,63,Clear,No,9.13
Electronic City Phase 1,2023-05-10,Wednesday,13:00:00,East,267,6.06,104,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,13:00:00,West,173,7.7,85,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,14:00:00,North,752,5.45,80,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,14:00:00,South,537,8.24,120,Clear,No,5.07
Electronic City Phase 1,2023-05-10,Wednesday,14:00:00,East,405,9.28,102,Partly Cloudy,No,0
Electronic City Phase 1,2023-05-10,Wednesday,14:00:00,West,742,9.54,81,Partly Cloudy,No,0
Electronic City Phase 1,2023-05-10,Wednesday,15:00:00,North,445,5.43,111,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,15:00:00,South,130,8.72,109,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,15:00:00,East,867,6.14,116,Partly Cloudy,No,5.12
Electronic City Phase 1,2023-05-10,Wednesday,15:00:00,West,445,5.66,61,Partly Cloudy,No,0
Electronic City Phase 1,2023-05-10,Wednesday,16:00:00,North,346,4.83,100,Clear,No,3.53
Electronic City Phase 1,2023-05-10,Wednesday,16:00:00,South,982,8.89,67,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,16:00:00,East,445,9.07,113,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,16:00:00,West,879,6.52,110,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,17:00:00,North,104,2.61,81,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,17:00:00,South,511,5.02,75,Clear,No,5.58
Electronic City Phase 1,2023-05-10,Wednesday,17:00:00,East,267,4.82,81,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,17:00:00,West,218,8.81,60,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,18:00:00,North,288,7.85,70,Clear,No,5.47
Electronic City Phase 1,2023-05-10,Wednesday,18:00:00,South,229,8.12,70,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,18:00:00,East,173,8.26,73,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,18:00:00,West,842,4.76,115,Clear,No,5.52
Electronic City Phase 1,2023-05-10,Wednesday,19:00:00,North,921,5.98,117,Clear,No,8.48
Electronic City Phase 1,2023-05-10,Wednesday,19:00:00,South,540,8.55,69,Clear,No,8.49
Electronic City Phase 1,2023-05-10,Wednesday,19:00:00,East,400,4.67,105,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,19:00:00,West,781,4.1,116,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,20:00:00,North,681,1.61,87,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,20:00:00,South,252,9.78,95,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,20:00:00,East,836,8.73,84,Clear,No,7.37
Electronic City Phase 1,2023-05-10,Wednesday,20:00:00,West,135,5.5,74,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,21:00:00,North,378,8.62,94,Clear,No,2.53
Electronic City Phase 1,2023-05-10,Wednesday,21:00:00,South,270,4.14,79,Clear,No,2.06
Electronic City Phase 1,2023-05-10,Wednesday,21:00:00,East,629,9.6,78,Clear,No,4.62
Electronic City Phase 1,2023-05-10,Wednesday,21:00:00,West,914,3.66,63,Clear,No,8.05
Electronic City Phase 1,2023-05-10,Wednesday,22:00:00,North,313,7.98,74,Clear,No,4.08
Electronic City Phase 1,2023-05-10,Wednesday,22:00:00,South,455,7.98,73,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,22:00:00,East,148,2.9,119,Clear,No,0
Electronic City Phase 1,2023-05-10,Wednesday,22:00:00,West,229,6.33,103,Clear,No,2.08
