Junction,Date,Weekday,Time,Lane,Vehicle_Count,Congestion_Level,Signal_Time,Weather,Public_Holiday
Electronic City Phase 1,2023-08-05,Saturday,18:00:00,North,493,9.98,90,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,18:00:00,South,681,3.03,63,Cloudy,No
Electronic City Phase 1,2023-08-05,Saturday,18:00:00,East,425,4.93,103,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,18:00:00,West,263,7.25,101,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,19:00:00,North,789,9.25,68,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,19:00:00,South,489,8.23,74,Cloudy,No
Electronic City Phase 1,2023-08-05,Saturday,19:00:00,East,738,4.72,105,Cloudy,No
Electronic City Phase 1,2023-08-05,Saturday,19:00:00,West,209,3.42,111,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,20:00:00,North,876,7.93,84,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,20:00:00,South,532,2.66,120,Cloudy,No
Electronic City Phase 1,2023-08-05,Saturday,20:00:00,East,202,4.65,63,Cloudy,No
Electronic City Phase 1,2023-08-05,Saturday,20:00:00,West,316,4.06,84,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,21:00:00,North,746,2.17,86,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,21:00:00,South,471,3.81,114,Cloudy,No
Electronic City Phase 1,2023-08-05,Saturday,21:00:00,East,342,3.87,114,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,21:00:00,West,762,4.9,67,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,22:00:00,North,354,2.18,101,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,22:00:00,South,398,3.2,77,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,22:00:00,East,800,4.34,110,Cloudy,No
Electronic City Phase 1,2023-08-05,Saturday,22:00:00,West,156,3.6,114,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,23:00:00,North,848,8.92,95,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,23:00:00,South,772,5.24,109,Rainy,No
Electronic City Phase 1,2023-08-05,Saturday,23:00:00,East,179,9.65,117,Cloudy,No
Electronic City Phase 1,2023-08-05,Saturday,23:00:00,West,967,8.11,101,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,00:00:00,North,288,2.84,54,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,00:00:00,South,56,2.42,44,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,00:00:00,East,215,2.85,60,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,00:00:00,West,118,4.83,49,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,01:00:00,North,155,4.77,51,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,01:00:00,South,70,1.9,40,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,01:00:00,East,126,4.63,35,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,01:00:00,West,189,3.27,52,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,02:00:00,North,157,4.88,40,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,02:00:00,South,109,2.48,51,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,02:00:00,East,236,1.53,51,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,02:00:00,West,211,3.09,37,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,03:00:00,North,62,3.61,37,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,03:00:00,South,212,1.77,58,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,03:00:00,East,82,1.12,48,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,03:00:00,West,176,2.97,38,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,04:00:00,North,222,3.03,43,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,04:00:00,South,185,2.4,59,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,04:00:00,East,110,2.21,58,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,04:00:00,West,250,3.02,50,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,05:00:00,North,78,2.02,34,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,05:00:00,South,185,4.67,31,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,05:00:00,East,100,2.87,37,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,05:00:00,West,292,4.72,53,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,06:00:00,North,663,2.73,93,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,06:00:00,South,472,2.18,95,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,06:00:00,East,505,5.64,87,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,06:00:00,West,775,8.74,103,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,07:00:00,North,855,1.32,95,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,07:00:00,South,361,5.83,108,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,07:00:00,East,168,6.53,86,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,07:00:00,West,104,2.29,96,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,08:00:00,North,786,9.6,110,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,08:00:00,South,111,6.2,108,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,08:00:00,East,464,5.65,119,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,08:00:00,West,791,6.78,75,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,09:00:00,North,949,9.42,111,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,09:00:00,South,301,5.3,74,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,09:00:00,East,600,9.03,113,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,09:00:00,West,543,2.5,88,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,10:00:00,North,837,4.18,119,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,10:00:00,South,305,8.11,94,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,10:00:00,East,355,7.75,66,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,10:00:00,West,703,5.92,113,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,11:00:00,North,632,1.16,69,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,11:00:00,South,730,4.3,75,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,11:00:00,East,148,7.83,70,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,11:00:00,West,225,2.74,77,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,12:00:00,North,610,8.52,107,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,12:00:00,South,642,6.33,65,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,12:00:00,East,949,1.77,67,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,12:00:00,West,885,4.87,91,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,13:00:00,North,340,9.47,77,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,13:00:00,South,404,4.7,96,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,13:00:00,East,993,6.53,86,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,13:00:00,West,294,1.47,117,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,14:00:00,North,910,2.92,87,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,14:00:00,South,917,5.58,96,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,14:00:00,East,441,1.4,63,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,14:00:00,West,946,8.87,86,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,15:00:00,North,382,8.86,94,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,15:00:00,South,730,6.76,97,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,15:00:00,East,671,2.07,82,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,15:00:00,West,170,9.5,119,Clear,No
Electronic City Phase 1,2023-08-06,Sunday,16:00:00,North,969,7.66,109,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,16:00:00,South,909,3.64,76,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,16:00:00,East,965,4.8,77,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,16:00:00,West,918,7.1,99,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,17:00:00,North,849,3.68,100,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,17:00:00,South,789,7.01,70,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,17:00:00,East,808,5.69,88,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,17:00:00,West,538,1.41,61,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,18:00:00,North,170,8.17,63,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,18:00:00,South,687,3.96,88,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,18:00:00,East,247,4.99,64,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,18:00:00,West,125,3.26,90,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,19:00:00,North,278,1.66,76,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,19:00:00,South,744,3.01,80,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,19:00:00,East,872,3.2,63,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,19:00:00,West,145,3.94,109,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,20:00:00,North,477,5.65,76,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,20:00:00,South,209,3.23,107,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,20:00:00,East,332,3.83,110,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,20:00:00,West,398,3.86,78,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,21:00:00,North,432,5.13,108,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,21:00:00,South,853,2.83,83,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,21:00:00,East,978,5.55,85,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,21:00:00,West,559,4.01,97,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,22:00:00,North,452,2.28,69,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,22:00:00,South,710,5.33,108,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,22:00:00,East,584,1.46,94,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,22:00:00,West,419,3.77,105,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,23:00:00,North,425,6.82,87,Cloudy,No
Electronic City Phase 1,2023-08-06,Sunday,23:00:00,South,665,1.1,79,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,23:00:00,East,174,1.31,93,Rainy,No
Electronic City Phase 1,2023-08-06,Sunday,23:00:00,West,506,3.33,109,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,00:00:00,North,126,1.53,40,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,00:00:00,South,163,4.99,34,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,00:00:00,East,123,4.46,33,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,00:00:00,West,197,3.55,51,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,01:00:00,North,93,4.44,37,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,01:00:00,South,213,2.25,48,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,01:00:00,East,102,1.22,39,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,01:00:00,West,254,1.87,48,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,02:00:00,North,151,2.62,31,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,02:00:00,South,53,3.73,47,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,02:00:00,East,52,2.37,31,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,02:00:00,West,270,4.18,49,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,03:00:00,North,227,2.22,36,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,03:00:00,South,223,2.83,47,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,03:00:00,East,139,2.4,41,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,03:00:00,West,133,3.03,38,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,04:00:00,North,142,4.43,52,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,04:00:00,South,238,1.79,56,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,04:00:00,East,144,2.85,50,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,04:00:00,West,292,1.34,42,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,05:00:00,North,239,2.46,45,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,05:00:00,South,224,3.7,47,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,05:00:00,East,267,1.79,31,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,05:00:00,West,106,4.54,49,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,06:00:00,North,668,2.67,113,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,06:00:00,South,716,7.81,104,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,06:00:00,East,211,3.98,67,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,06:00:00,West,566,5.93,118,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,07:00:00,North,563,6.11,71,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,07:00:00,South,251,6.45,79,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,07:00:00,East,559,7.1,76,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,07:00:00,West,357,4.97,117,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,08:00:00,North,113,1.19,68,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,08:00:00,South,924,9.58,113,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,08:00:00,East,115,8.16,83,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,08:00:00,West,212,7.79,116,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,09:00:00,North,162,3.2,99,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,09:00:00,South,167,6.79,81,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,09:00:00,East,426,5.08,70,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,09:00:00,West,351,4.76,120,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,10:00:00,North,764,6.4,116,Clear,No
Electronic City Phase 1,2023-08-07,Monday,10:00:00,South,970,9.35,68,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,10:00:00,East,313,2.78,96,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,10:00:00,West,242,5.49,63,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,11:00:00,North,556,5.71,102,Clear,No
Electronic City Phase 1,2023-08-07,Monday,11:00:00,South,236,3.36,98,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,11:00:00,East,505,7.07,77,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,11:00:00,West,327,1.51,69,Clear,No
Electronic City Phase 1,2023-08-07,Monday,12:00:00,North,946,6.61,116,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,12:00:00,South,855,6.6,77,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,12:00:00,East,531,4.41,81,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,12:00:00,West,371,6.46,96,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,13:00:00,North,268,6.32,68,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,13:00:00,South,600,8.21,69,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,13:00:00,East,664,2.08,91,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,13:00:00,West,984,9.06,116,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,14:00:00,North,532,6.74,99,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,14:00:00,South,254,3.73,120,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,14:00:00,East,147,6.63,69,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,14:00:00,West,246,8.31,104,Clear,No
Electronic City Phase 1,2023-08-07,Monday,15:00:00,North,257,3.97,109,Clear,No
Electronic City Phase 1,2023-08-07,Monday,15:00:00,South,211,6.4,63,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,15:00:00,East,269,5.31,91,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,15:00:00,West,324,5.44,94,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,16:00:00,North,708,8.03,93,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,16:00:00,South,888,2.38,120,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,16:00:00,East,970,5.58,91,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,16:00:00,West,664,5.34,74,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,17:00:00,North,844,1.13,68,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,17:00:00,South,891,2.17,79,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,17:00:00,East,748,9.79,104,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,17:00:00,West,214,4.07,72,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,18:00:00,North,935,8.54,101,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,18:00:00,South,530,6.96,83,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,18:00:00,East,474,7.33,111,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,18:00:00,West,455,1.45,82,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,19:00:00,North,296,9.93,90,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,19:00:00,South,789,1.97,80,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,19:00:00,East,543,5.24,66,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,19:00:00,West,899,4.6,110,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,20:00:00,North,601,8.53,104,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,20:00:00,South,383,1.04,85,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,20:00:00,East,685,4.28,88,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,20:00:00,West,182,8.24,82,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,21:00:00,North,440,6.19,97,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,21:00:00,South,594,9.51,65,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,21:00:00,East,948,3.69,70,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,21:00:00,West,654,2.93,72,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,22:00:00,North,717,2.76,100,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,22:00:00,South,828,2.33,118,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,22:00:00,East,970,4.13,108,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,22:00:00,West,305,8.45,89,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,23:00:00,North,872,8.76,100,Rainy,No
Electronic City Phase 1,2023-08-07,Monday,23:00:00,South,327,2.13,76,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,23:00:00,East,485,8.5,99,Cloudy,No
Electronic City Phase 1,2023-08-07,Monday,23:00:00,West,577,4.46,64,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,00:00:00,North,91,1.98,52,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,00:00:00,South,121,1.95,45,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,00:00:00,East,95,4.15,34,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,00:00:00,West,249,2.77,33,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,01:00:00,North,228,1.29,43,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,01:00:00,South,121,1.29,33,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,01:00:00,East,131,1.16,46,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,01:00:00,West,137,1.53,33,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,02:00:00,North,246,3.53,46,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,02:00:00,South,75,3.1,33,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,02:00:00,East,56,1.99,31,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,02:00:00,West,145,3.11,60,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,03:00:00,North,99,1.2,32,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,03:00:00,South,255,1.65,31,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,03:00:00,East,269,4.54,53,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,03:00:00,West,136,3.82,42,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,04:00:00,North,269,3.87,58,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,04:00:00,South,94,3.49,47,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,04:00:00,East,254,1.8,47,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,04:00:00,West,186,1.52,33,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,05:00:00,North,88,3.25,36,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,05:00:00,South,54,3.35,48,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,05:00:00,East,138,3.07,37,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,05:00:00,West,60,4.79,43,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,06:00:00,North,964,8.68,113,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,06:00:00,South,731,5.15,73,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,06:00:00,East,273,2.7,92,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,06:00:00,West,682,6.45,85,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,07:00:00,North,231,7.11,118,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,07:00:00,South,695,8.73,80,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,07:00:00,East,326,9.75,90,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,07:00:00,West,953,1.16,102,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,08:00:00,North,772,7.0,91,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,08:00:00,South,366,5.0,103,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,08:00:00,East,960,5.9,88,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,08:00:00,West,992,4.59,115,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,09:00:00,North,493,9.91,117,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,09:00:00,South,801,6.39,95,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,09:00:00,East,364,9.55,101,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,09:00:00,West,236,3.22,82,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,10:00:00,North,201,7.58,78,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,10:00:00,South,113,6.44,96,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,10:00:00,East,285,9.8,116,Clear,No
Electronic City Phase 1,2023-08-08,Tuesday,10:00:00,West,108,6.25,120,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,11:00:00,North,159,8.3,67,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,11:00:00,South,115,9.77,115,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,11:00:00,East,297,7.11,61,Clear,No
Electronic City Phase 1,2023-08-08,Tuesday,11:00:00,West,198,7.73,72,Clear,No
Electronic City Phase 1,2023-08-08,Tuesday,12:00:00,North,654,6.8,106,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,12:00:00,South,874,4.76,115,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,12:00:00,East,943,3.99,76,Clear,No
Electronic City Phase 1,2023-08-08,Tuesday,12:00:00,West,174,7.77,78,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,13:00:00,North,113,5.44,92,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,13:00:00,South,780,6.65,67,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,13:00:00,East,225,1.35,71,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,13:00:00,West,686,6.37,82,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,14:00:00,North,508,8.94,100,Clear,No
Electronic City Phase 1,2023-08-08,Tuesday,14:00:00,South,297,7.5,60,Clear,No
Electronic City Phase 1,2023-08-08,Tuesday,14:00:00,East,534,6.14,117,Clear,No
Electronic City Phase 1,2023-08-08,Tuesday,14:00:00,West,582,2.15,84,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,15:00:00,North,957,4.39,80,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,15:00:00,South,270,6.04,115,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,15:00:00,East,540,9.68,63,Clear,No
Electronic City Phase 1,2023-08-08,Tuesday,15:00:00,West,900,6.64,71,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,16:00:00,North,898,5.9,92,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,16:00:00,South,638,2.69,117,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,16:00:00,East,627,3.3,119,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,16:00:00,West,367,4.74,76,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,17:00:00,North,220,2.91,103,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,17:00:00,South,315,4.19,103,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,17:00:00,East,604,7.13,104,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,17:00:00,West,604,3.13,114,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,18:00:00,North,455,5.58,77,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,18:00:00,South,144,3.9,93,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,18:00:00,East,515,9.24,67,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,18:00:00,West,280,9.7,69,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,19:00:00,North,936,4.07,120,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,19:00:00,South,126,2.77,110,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,19:00:00,East,569,6.38,66,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,19:00:00,West,450,3.13,65,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,20:00:00,North,811,4.98,68,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,20:00:00,South,157,3.52,69,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,20:00:00,East,609,4.27,84,Rainy,No
Electronic City Phase 1,2023-08-08,Tuesday,20:00:00,West,746,1.08,61,Cloudy,No
Electronic City Phase 1,2023-08-08,Tuesday,21:00:00,North,302,4.41,67,Rainy,No
